Product ID,SKU,Product Name,Created Date,Brand,Categories,Type ID,Bundle,Stock Tracked,Status,UPC,ISBN,EAN,Barcode,Seasons,Sales popup message,Warehouse popup message,Tax Code,Weight,Height,Width,Length,Primary Supplier Company,All suppliers,Short Description,Long Description,Reorder Level,Reorder Quantity
6550,EXITBOXM1L,Eterna EXITBOXM1L Exit Box Emergency Light Fitting Maintained - 8 Watt,2014-06-16T13:03:48.000+01:00,80,530,1,false,true,LIVE,UPC,NULL,5013845026857,5013845026857,2,Sales popup message,Warehouse popup message,T20,2440,400,205,72,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,,0,0
6551,LER116SLOPB,Thorn 96230477 LER116SLOPB Leopard Bulkhead Light Fitting 16 Watt Round Black /Opal,2014-06-17T09:18:34.000+01:00,192,793,1,false,true,LIVE,UPC,NULL,5018843828168,5018843828168,6,Sales popup message,Warehouse popup message,T20,1100,0,0,0,Primary Supplier Company - ambiguous,All suppliers - ambiguous,<p>Bulkhead Light Fitting 2D 16W</p>,<h1>Thorn 96230477 LER116SLOPB Leopard Bulkhead Light Fitting 16 Watt Round Black /Opal</h1><ul><li>Circular Bulkhead Light Fitting</li><li>Supplied with 16W 2 pin 2D compact fluorescent lamp colour 830 3000K</li><li>IP65 rated. Suitable for indoor or outdoor use</li><li>230mm diameter</li></ul>,0,0
6552,LER116SLOPB X 2,2 X THORN LER116SLOPB LEOPARD CIRCULAR BULKHEAD LIGHT FITTING 16W 2D BLACK BASE / OPAL COVER,2014-06-17T09:18:59.000+01:00,192,793,1,true,false,ARCHIVED,UPC,NULL,NULL,,3,Sales popup message,Warehouse popup message,T20,0,0,0,0,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,<h1 class=parseasinTitle><span>Thorn LER116SLOPB Leopard Circular Bulkhead Light Fitting 16W 2D Black Base / Opal Cover</span></h1><p>&nbsp;</p><ul><li><span>Circular Bulkhead Light Fitting</span></li><li><span>Supplied with 16W 2 pin 2D compact fluorescent lamp colour 830 3000K</span></li><li><span>IP65 rated. Suitable for indoor or outdoor use</span></li><li><span>230mm diameter</span></li></ul>,0,0
6553,822U-01,BG Nexus 822U-01 Double 13A Switched Socket with 2 x USB Charger Ports (White),2014-06-18T14:42:12.000+01:00,83,394,1,false,true,LIVE,UPC,B00L39AS8Q,5050765107105,5050765107105,2,Sales popup message,Warehouse popup message,T20,285,230,125,35,Primary Supplier Company - ambiguous,All suppliers - ambiguous,<p>Twin 13A Switch Socket with USB Charging Points</p>,<h2>BG Nexus 822U-01 Double 13A Switched Socket with 2 x USB Charger Ports (White)</h2><ul><li>Twin 13A Switch Socket with Built in USB Charging Ports</li><li>2.1A 5V USB 2.0 Type A (either one or split across two ports)</li><li>Will charge Apple devices and other items normally charged from USB</li><li>147mm wide x 87mm high x 7mm deep (faceplate).</li><li>Will fit into a 35mm back box or 25mm back box with spacer supplied</li></ul>,20,5
6555,BL11TCR,Eterna BL11TCR 'Gabriella' Bathroom Wall Light Fitting - 11 Watt,2014-06-19T09:57:25.000+01:00,80,309,1,false,true,LIVE,UPC,B00L5KIJFM,5013845026031,5013845026031,2,Sales popup message,Warehouse popup message,T20,990,275,205,95,Primary Supplier Company - ambiguous,All suppliers - ambiguous,<p>Eterna BL11TCR Bathroom Wall Light Fitting White / Chrome</p>,<ul><li><span style=font-size: 12px;>Supplied with 11W Compact Fluorescent Lamp</span></li><li><span style=font-size: 12px;>Steel body</span></li><li><span style=font-size: 12px;>Acrylic shade</span></li><li><span style=font-size: 12px;>IP44 rated</span></li><li><span style=font-size: 12px;>Suitable for use in bathroom (zone 2)</span></li><li><span style=font-size: 12px;>CE marked</span></li></ul><p>Dimensions: 385mm high x 100mm deep (projection). Base diameter 63mm</p>,0,0
6556,SPGU1BC,Knightsbridge SPGU1BC Brushed Chrome Spot Light Fitting,2014-06-19T10:40:31.000+01:00,253,839,1,false,true,LIVE,UPC,B00BSSTZ9A,5055559179733,5055559179733,2,Sales popup message,Warehouse popup message,T20,260,115,90,90,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,,4,1
6559,SPGU4BC,Knightsbridge SPGU4BC Brushed Chrome Spot Light Bar Fitting (4 Lamp),2014-06-19T11:20:41.000+01:00,253,839,1,false,true,DISCONTINUED,UPC,B00AWAYYFU,5055559179818,5055559179818,2,Sales popup message,Warehouse popup message,T20,1130,675,110,110,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,,4,1
6558,SPGU2BC,Knightsbridge SPGU2BC Brushed Chrome Spot Light Bar Fitting (2 Lamp),2014-06-19T10:52:35.000+01:00,253,839,1,false,true,DISCONTINUED,UPC,B00AWAYZD6,5055559179757,5055559179757,6,Sales popup message,Warehouse popup message,T20,635,380,110,105,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,,4,1
6560,SPGU3BC,Knightsbridge SPGU3BC Brushed Chrome Spot Light Triple Spot Light Plate (3 Lamp),2014-06-19T11:22:46.000+01:00,253,839,1,false,true,LIVE,UPC,B00AWAYYRS,5055559179795,5055559179795,2,Sales popup message,Warehouse popup message,T20,790,220,220,90,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,,4,1
6554,TWE7,BG Nexus TWE7 7 Day Programmable Security Electronic Wall Timer Switch,2014-06-18T14:47:46.000+01:00,83,748,1,false,true,LIVE,UPC,B00L3B0MJE,5050765018791,5050765018791,1,Sales popup message,Warehouse popup message,T20,265,210,130,35,Primary Supplier Company - ambiguous,All suppliers - ambiguous,<p>Programmable Security Light Switch</p>,<h1 class=parseasinTitle><span>BG Nexus TWE7 7 Day Programmable Security Electronic Wall Timer Switch</span></h1><ul><li><span>Replaces your existing light switch (either 1 way or 2 way circuit)</span></li><li><span>Turns lights on and off when you are not at home creating impression property is occupied</span></li><li><span>Up to 8 on and off settings per day. Daily weekly and weekday/ weekend programmes available</span></li><li><span>Easy to use as a normal light switch. Battery back up will save settings for 24 hours</span></li><li><span>Suitable for traditional lighting load ONLY (minumum 40W maximum 400W). Not suitable for low energy LED fluorescent or any other type of load</span></li></ul>,10,5
6561,TUBH1,Greenbrook TUBH1 Tubular Heater 60 Watt 1 Foot,2014-06-19T11:35:37.000+01:00,167,869,1,false,true,LIVE,UPC,B00L41ZVBW,5012739628078,5012739628078,2,Sales popup message,Warehouse popup message,T20,850,155,155,35,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,,5,1
6562,TUBH2,Greenbrook TUBH2 Tubular Heater 120 Watt 2 Foot,2014-06-19T11:36:30.000+01:00,167,869,1,false,true,LIVE,UPC,B00L41S3GW,5012739628085,5012739628085,2,Sales popup message,Warehouse popup message,T20,1520,820,85,85,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,,5,1
6564,D973,FRIEDLAND D973 BELL PUSH & WIRE KIT,2014-06-19T11:39:28.000+01:00,174,822,1,false,true,LIVE,UPC,B01L4QC1NM,5004100520289,5004100520289,2,Sales popup message,Warehouse popup message,T20,450,275,225,50,Primary Supplier Company - ambiguous,All suppliers - ambiguous,,,0,0
